Port Name,State,Border,Date,Measure,Value,Season
San Luis,Arizona,Mexico,1998-06-01,Buses,225,Summer
San Luis,Arizona,Mexico,1998-06-01,Pedestrians,166741,Summer
San Luis,Arizona,Mexico,1998-06-01,Cars,589295,Summer
San Luis,Arizona,Mexico,1998-06-01,Trains,0,Summer
San Ysidro,California,Mexico,1998-06-01,Buses,75155,Summer
San Ysidro,California,Mexico,1998-06-01,Pedestrians,539518,Summer
San Ysidro,California,Mexico,1998-06-01,Cars,2585260,Summer
San Ysidro,California,Mexico,1998-06-01,Trains,0,Summer
Santa Teresa,New Mexico,Mexico,1998-06-01,Buses,132,Summer
Santa Teresa,New Mexico,Mexico,1998-06-01,Pedestrians,316,Summer
Santa Teresa,New Mexico,Mexico,1998-06-01,Cars,8122,Summer
Santa Teresa,New Mexico,Mexico,1998-06-01,Trains,0,Summer
Sarles,North Dakota,Canada,1998-06-01,Buses,0,Summer
Sarles,North Dakota,Canada,1998-06-01,Pedestrians,0,Summer
Sarles,North Dakota,Canada,1998-06-01,Cars,1389,Summer
Sarles,North Dakota,Canada,1998-06-01,Trains,0,Summer
Sasabe,Arizona,Mexico,1998-06-01,Buses,0,Summer
Sasabe,Arizona,Mexico,1998-06-01,Pedestrians,331,Summer
Sasabe,Arizona,Mexico,1998-06-01,Cars,6456,Summer
Sasabe,Arizona,Mexico,1998-06-01,Trains,0,Summer
Sault Sainte Marie,Michigan,Canada,1998-06-01,Buses,6945,Summer
Sault Sainte Marie,Michigan,Canada,1998-06-01,Pedestrians,0,Summer
Sault Sainte Marie,Michigan,Canada,1998-06-01,Cars,420644,Summer
Sault Sainte Marie,Michigan,Canada,1998-06-01,Trains,93,Summer
Scobey,Montana,Canada,1998-06-01,Buses,0,Summer
Scobey,Montana,Canada,1998-06-01,Pedestrians,0,Summer
Scobey,Montana,Canada,1998-06-01,Cars,1560,Summer
Scobey,Montana,Canada,1998-06-01,Trains,0,Summer
Sherwood,North Dakota,Canada,1998-06-01,Buses,0,Summer
Sherwood,North Dakota,Canada,1998-06-01,Pedestrians,0,Summer
Sherwood,North Dakota,Canada,1998-06-01,Cars,3710,Summer
Sherwood,North Dakota,Canada,1998-06-01,Trains,0,Summer
Skagway,Alaska,Canada,1998-06-01,Buses,29971,Summer
Skagway,Alaska,Canada,1998-06-01,Pedestrians,0,Summer
Skagway,Alaska,Canada,1998-06-01,Cars,18084,Summer
Skagway,Alaska,Canada,1998-06-01,Trains,7683,Summer
St John,North Dakota,Canada,1998-06-01,Buses,0,Summer
St John,North Dakota,Canada,1998-06-01,Pedestrians,0,Summer
St John,North Dakota,Canada,1998-06-01,Cars,5100,Summer
St John,North Dakota,Canada,1998-06-01,Trains,0,Summer
Sumas,Washington,Canada,1998-06-01,Buses,3620,Summer
Sumas,Washington,Canada,1998-06-01,Pedestrians,3474,Summer
Sumas,Washington,Canada,1998-06-01,Cars,190885,Summer
Sumas,Washington,Canada,1998-06-01,Trains,360,Summer
Sweetgrass,Montana,Canada,1998-06-01,Buses,1384,Summer
Sweetgrass,Montana,Canada,1998-06-01,Pedestrians,1142,Summer
Sweetgrass,Montana,Canada,1998-06-01,Cars,56521,Summer
Sweetgrass,Montana,Canada,1998-06-01,Trains,90,Summer
Tecate,California,Mexico,1998-06-01,Buses,1090,Summer
Tecate,California,Mexico,1998-06-01,Pedestrians,23794,Summer
Tecate,California,Mexico,1998-06-01,Cars,273960,Summer
Tecate,California,Mexico,1998-06-01,Trains,502,Summer
Tornillo,Texas,Mexico,1998-06-01,Buses,0,Summer
Tornillo,Texas,Mexico,1998-06-01,Pedestrians,1276,Summer
Tornillo,Texas,Mexico,1998-06-01,Cars,169919,Summer
Tornillo,Texas,Mexico,1998-06-01,Trains,0,Summer
Trout River,New York,Canada,1998-06-01,Buses,235,Summer
Trout River,New York,Canada,1998-06-01,Pedestrians,84,Summer
Trout River,New York,Canada,1998-06-01,Cars,45549,Summer
Trout River,New York,Canada,1998-06-01,Trains,135,Summer
Turner,Montana,Canada,1998-06-01,Buses,57,Summer
Turner,Montana,Canada,1998-06-01,Pedestrians,0,Summer
Turner,Montana,Canada,1998-06-01,Cars,1698,Summer
Turner,Montana,Canada,1998-06-01,Trains,0,Summer
Van Buren,Maine,Canada,1998-06-01,Buses,183,Summer
Van Buren,Maine,Canada,1998-06-01,Pedestrians,900,Summer
Van Buren,Maine,Canada,1998-06-01,Cars,74617,Summer
Van Buren,Maine,Canada,1998-06-01,Trains,63,Summer
Vanceboro,Maine,Canada,1998-06-01,Buses,96,Summer
Vanceboro,Maine,Canada,1998-06-01,Pedestrians,27,Summer
Vanceboro,Maine,Canada,1998-06-01,Cars,9518,Summer
Vanceboro,Maine,Canada,1998-06-01,Trains,58,Summer
Walhalla,North Dakota,Canada,1998-06-01,Buses,0,Summer
Walhalla,North Dakota,Canada,1998-06-01,Pedestrians,0,Summer
Walhalla,North Dakota,Canada,1998-06-01,Cars,5508,Summer
Walhalla,North Dakota,Canada,1998-06-01,Trains,0,Summer
Warroad,Minnesota,Canada,1998-06-01,Buses,2146,Summer
Warroad,Minnesota,Canada,1998-06-01,Pedestrians,26,Summer
Warroad,Minnesota,Canada,1998-06-01,Cars,31685,Summer
Warroad,Minnesota,Canada,1998-06-01,Trains,372,Summer
Westhope,North Dakota,Canada,1998-06-01,Buses,39,Summer
Westhope,North Dakota,Canada,1998-06-01,Pedestrians,0,Summer
Westhope,North Dakota,Canada,1998-06-01,Cars,2434,Summer
Westhope,North Dakota,Canada,1998-06-01,Trains,0,Summer
Whitetail,Montana,Canada,1998-06-01,Buses,34,Summer
Whitetail,Montana,Canada,1998-06-01,Pedestrians,0,Summer
Whitetail,Montana,Canada,1998-06-01,Cars,1198,Summer
Whitetail,Montana,Canada,1998-06-01,Trains,0,Summer
Whitlash,Montana,Canada,1998-06-01,Buses,0,Summer
Whitlash,Montana,Canada,1998-06-01,Pedestrians,0,Summer
Whitlash,Montana,Canada,1998-06-01,Cars,0,Summer
Whitlash,Montana,Canada,1998-06-01,Trains,0,Summer
Alcan,Alaska,Canada,1998-07-01,Buses,10118,Summer
Alcan,Alaska,Canada,1998-07-01,Pedestrians,19,Summer
Alcan,Alaska,Canada,1998-07-01,Cars,59752,Summer
Alcan,Alaska,Canada,1998-07-01,Trains,0,Summer
Alexandria Bay,New York,Canada,1998-07-01,Buses,9497,Summer
Alexandria Bay,New York,Canada,1998-07-01,Pedestrians,1909,Summer
Alexandria Bay,New York,Canada,1998-07-01,Cars,268658,Summer
Alexandria Bay,New York,Canada,1998-07-01,Trains,0,Summer
Ambrose,North Dakota,Canada,1998-07-01,Buses,0,Summer
Ambrose,North Dakota,Canada,1998-07-01,Pedestrians,0,Summer
Ambrose,North Dakota,Canada,1998-07-01,Cars,2981,Summer
Ambrose,North Dakota,Canada,1998-07-01,Trains,0,Summer
Andrade,California,Mexico,1998-07-01,Buses,50,Summer
Andrade,California,Mexico,1998-07-01,Pedestrians,40951,Summer
Andrade,California,Mexico,1998-07-01,Cars,133418,Summer
Andrade,California,Mexico,1998-07-01,Trains,0,Summer
Antler,North Dakota,Canada,1998-07-01,Buses,0,Summer
Antler,North Dakota,Canada,1998-07-01,Pedestrians,0,Summer
Antler,North Dakota,Canada,1998-07-01,Cars,2347,Summer
Antler,North Dakota,Canada,1998-07-01,Trains,0,Summer
Baudette,Minnesota,Canada,1998-07-01,Buses,850,Summer
Baudette,Minnesota,Canada,1998-07-01,Pedestrians,276,Summer
Baudette,Minnesota,Canada,1998-07-01,Cars,50194,Summer
Baudette,Minnesota,Canada,1998-07-01,Trains,346,Summer
Beecher Falls,Vermont,Canada,1998-07-01,Buses,126,Summer
Beecher Falls,Vermont,Canada,1998-07-01,Pedestrians,0,Summer
Beecher Falls,Vermont,Canada,1998-07-01,Cars,22771,Summer
Beecher Falls,Vermont,Canada,1998-07-01,Trains,0,Summer
Blaine,Washington,Canada,1998-07-01,Buses,59061,Summer
Blaine,Washington,Canada,1998-07-01,Pedestrians,3075,Summer
Blaine,Washington,Canada,1998-07-01,Cars,862474,Summer
Blaine,Washington,Canada,1998-07-01,Trains,5027,Summer
Boundary,Washington,Canada,1998-07-01,Buses,0,Summer
Boundary,Washington,Canada,1998-07-01,Pedestrians,27,Summer
Boundary,Washington,Canada,1998-07-01,Cars,8987,Summer
Boundary,Washington,Canada,1998-07-01,Trains,0,Summer
Bridgewater,Maine,Canada,1998-07-01,Buses,0,Summer
Bridgewater,Maine,Canada,1998-07-01,Pedestrians,0,Summer
Bridgewater,Maine,Canada,1998-07-01,Cars,27238,Summer
Bridgewater,Maine,Canada,1998-07-01,Trains,0,Summer
Brownsville,Texas,Mexico,1998-07-01,Buses,23620,Summer
Brownsville,Texas,Mexico,1998-07-01,Pedestrians,265220,Summer
Brownsville,Texas,Mexico,1998-07-01,Cars,1436329,Summer
Brownsville,Texas,Mexico,1998-07-01,Trains,0,Summer
Buffalo Niagara Falls,New York,Canada,1998-07-01,Buses,177345,Summer
Buffalo Niagara Falls,New York,Canada,1998-07-01,Pedestrians,46618,Summer
Buffalo Niagara Falls,New York,Canada,1998-07-01,Cars,2035459,Summer
Buffalo Niagara Falls,New York,Canada,1998-07-01,Trains,5488,Summer
Calais,Maine,Canada,1998-07-01,Buses,3348,Summer
Calais,Maine,Canada,1998-07-01,Pedestrians,6304,Summer
Calais,Maine,Canada,1998-07-01,Cars,329846,Summer
Calais,Maine,Canada,1998-07-01,Trains,0,Summer
Calexico,California,Mexico,1998-07-01,Buses,1544,Summer
Calexico,California,Mexico,1998-07-01,Pedestrians,651597,Summer
Calexico,California,Mexico,1998-07-01,Cars,1702465,Summer
Calexico,California,Mexico,1998-07-01,Trains,0,Summer
Calexico East,California,Mexico,1998-07-01,Buses,1551,Summer
Calexico East,California,Mexico,1998-07-01,Pedestrians,2292,Summer
Calexico East,California,Mexico,1998-07-01,Cars,444148,Summer
Calexico East,California,Mexico,1998-07-01,Trains,147,Summer
Carbury,North Dakota,Canada,1998-07-01,Buses,43,Summer
Carbury,North Dakota,Canada,1998-07-01,Pedestrians,0,Summer
Carbury,North Dakota,Canada,1998-07-01,Cars,3027,Summer
Carbury,North Dakota,Canada,1998-07-01,Trains,0,Summer
Champlain Rouses Point,New York,Canada,1998-07-01,Buses,37318,Summer
Champlain Rouses Point,New York,Canada,1998-07-01,Pedestrians,340,Summer
Champlain Rouses Point,New York,Canada,1998-07-01,Cars,392700,Summer
Champlain Rouses Point,New York,Canada,1998-07-01,Trains,2550,Summer
Columbus,New Mexico,Mexico,1998-07-01,Buses,0,Summer
Columbus,New Mexico,Mexico,1998-07-01,Pedestrians,0,Summer
Columbus,New Mexico,Mexico,1998-07-01,Cars,0,Summer
Columbus,New Mexico,Mexico,1998-07-01,Trains,0,Summer
Dalton Cache,Alaska,Canada,1998-07-01,Buses,1031,Summer
Dalton Cache,Alaska,Canada,1998-07-01,Pedestrians,0,Summer
Dalton Cache,Alaska,Canada,1998-07-01,Cars,9471,Summer
Dalton Cache,Alaska,Canada,1998-07-01,Trains,0,Summer
Danville,Washington,Canada,1998-07-01,Buses,0,Summer
Danville,Washington,Canada,1998-07-01,Pedestrians,129,Summer
Danville,Washington,Canada,1998-07-01,Cars,15529,Summer
Danville,Washington,Canada,1998-07-01,Trains,63,Summer
Del Bonita,Montana,Canada,1998-07-01,Buses,52,Summer
Del Bonita,Montana,Canada,1998-07-01,Pedestrians,33,Summer
Del Bonita,Montana,Canada,1998-07-01,Cars,9274,Summer
Del Bonita,Montana,Canada,1998-07-01,Trains,0,Summer
Del Rio,Texas,Mexico,1998-07-01,Buses,589,Summer
Del Rio,Texas,Mexico,1998-07-01,Pedestrians,22637,Summer
Del Rio,Texas,Mexico,1998-07-01,Cars,476059,Summer
Del Rio,Texas,Mexico,1998-07-01,Trains,0,Summer
Derby Line,Vermont,Canada,1998-07-01,Buses,6401,Summer
Derby Line,Vermont,Canada,1998-07-01,Pedestrians,1804,Summer
Derby Line,Vermont,Canada,1998-07-01,Cars,209203,Summer
Derby Line,Vermont,Canada,1998-07-01,Trains,0,Summer
Detroit,Michigan,Canada,1998-07-01,Buses,48930,Summer
Detroit,Michigan,Canada,1998-07-01,Pedestrians,0,Summer
Detroit,Michigan,Canada,1998-07-01,Cars,1823857,Summer
Detroit,Michigan,Canada,1998-07-01,Trains,1056,Summer
Douglas,Arizona,Mexico,1998-07-01,Buses,310,Summer
Douglas,Arizona,Mexico,1998-07-01,Pedestrians,54981,Summer
Douglas,Arizona,Mexico,1998-07-01,Cars,466290,Summer
Douglas,Arizona,Mexico,1998-07-01,Trains,0,Summer
Dunseith,North Dakota,Canada,1998-07-01,Buses,1646,Summer
Dunseith,North Dakota,Canada,1998-07-01,Pedestrians,0,Summer
Dunseith,North Dakota,Canada,1998-07-01,Cars,33688,Summer
Dunseith,North Dakota,Canada,1998-07-01,Trains,0,Summer
Eagle Pass,Texas,Mexico,1998-07-01,Buses,341,Summer
Eagle Pass,Texas,Mexico,1998-07-01,Pedestrians,49755,Summer
Eagle Pass,Texas,Mexico,1998-07-01,Cars,561938,Summer
Eagle Pass,Texas,Mexico,1998-07-01,Trains,484,Summer
Eastport,Idaho,Canada,1998-07-01,Buses,1157,Summer
Eastport,Idaho,Canada,1998-07-01,Pedestrians,232,Summer
Eastport,Idaho,Canada,1998-07-01,Cars,38317,Summer
Eastport,Idaho,Canada,1998-07-01,Trains,129,Summer
El Paso,Texas,Mexico,1998-07-01,Buses,13122,Summer
El Paso,Texas,Mexico,1998-07-01,Pedestrians,375589,Summer
El Paso,Texas,Mexico,1998-07-01,Cars,3913588,Summer
El Paso,Texas,Mexico,1998-07-01,Trains,0,Summer
Ferry,Washington,Canada,1998-07-01,Buses,35,Summer
Ferry,Washington,Canada,1998-07-01,Pedestrians,46,Summer
Ferry,Washington,Canada,1998-07-01,Cars,2531,Summer
Ferry,Washington,Canada,1998-07-01,Trains,0,Summer
Fort Fairfield,Maine,Canada,1998-07-01,Buses,58,Summer
Fort Fairfield,Maine,Canada,1998-07-01,Pedestrians,4,Summer
Fort Fairfield,Maine,Canada,1998-07-01,Cars,48624,Summer
Fort Fairfield,Maine,Canada,1998-07-01,Trains,0,Summer
Fort Kent,Maine,Canada,1998-07-01,Buses,0,Summer
Fort Kent,Maine,Canada,1998-07-01,Pedestrians,1076,Summer
Fort Kent,Maine,Canada,1998-07-01,Cars,63479,Summer
Fort Kent,Maine,Canada,1998-07-01,Trains,0,Summer
Fortuna,North Dakota,Canada,1998-07-01,Buses,553,Summer
Fortuna,North Dakota,Canada,1998-07-01,Pedestrians,0,Summer
Fortuna,North Dakota,Canada,1998-07-01,Cars,4466,Summer
Fortuna,North Dakota,Canada,1998-07-01,Trains,0,Summer
Frontier,Washington,Canada,1998-07-01,Buses,135,Summer
Frontier,Washington,Canada,1998-07-01,Pedestrians,0,Summer
Frontier,Washington,Canada,1998-07-01,Cars,10427,Summer
Frontier,Washington,Canada,1998-07-01,Trains,60,Summer
Grand Portage,Minnesota,Canada,1998-07-01,Buses,2653,Summer
Grand Portage,Minnesota,Canada,1998-07-01,Pedestrians,0,Summer
Grand Portage,Minnesota,Canada,1998-07-01,Cars,92786,Summer
Grand Portage,Minnesota,Canada,1998-07-01,Trains,0,Summer
Hannah,North Dakota,Canada,1998-07-01,Buses,0,Summer
Hannah,North Dakota,Canada,1998-07-01,Pedestrians,0,Summer
Hannah,North Dakota,Canada,1998-07-01,Cars,1295,Summer
Hannah,North Dakota,Canada,1998-07-01,Trains,0,Summer
Hansboro,North Dakota,Canada,1998-07-01,Buses,164,Summer
Hansboro,North Dakota,Canada,1998-07-01,Pedestrians,0,Summer
Hansboro,North Dakota,Canada,1998-07-01,Cars,2982,Summer
Hansboro,North Dakota,Canada,1998-07-01,Trains,0,Summer
Hidalgo,Texas,Mexico,1998-07-01,Buses,123640,Summer
Hidalgo,Texas,Mexico,1998-07-01,Pedestrians,207469,Summer
Hidalgo,Texas,Mexico,1998-07-01,Cars,2138717,Summer
Hidalgo,Texas,Mexico,1998-07-01,Trains,0,Summer
Highgate Springs,Vermont,Canada,1998-07-01,Buses,10259,Summer
Highgate Springs,Vermont,Canada,1998-07-01,Pedestrians,18,Summer
Highgate Springs,Vermont,Canada,1998-07-01,Cars,122213,Summer
Highgate Springs,Vermont,Canada,1998-07-01,Trains,56,Summer
Houlton,Maine,Canada,1998-07-01,Buses,1281,Summer
Houlton,Maine,Canada,1998-07-01,Pedestrians,177,Summer
Houlton,Maine,Canada,1998-07-01,Cars,124890,Summer
Houlton,Maine,Canada,1998-07-01,Trains,0,Summer
International Falls,Minnesota,Canada,1998-07-01,Buses,1792,Summer
International Falls,Minnesota,Canada,1998-07-01,Pedestrians,3178,Summer
International Falls,Minnesota,Canada,1998-07-01,Cars,152163,Summer
International Falls,Minnesota,Canada,1998-07-01,Trains,330,Summer
Jackman,Maine,Canada,1998-07-01,Buses,1409,Summer
Jackman,Maine,Canada,1998-07-01,Pedestrians,98,Summer
Jackman,Maine,Canada,1998-07-01,Cars,63340,Summer
Jackman,Maine,Canada,1998-07-01,Trains,155,Summer
Kenneth G Ward,Washington,Canada,1998-07-01,Buses,915,Summer
Kenneth G Ward,Washington,Canada,1998-07-01,Pedestrians,0,Summer
Kenneth G Ward,Washington,Canada,1998-07-01,Cars,148606,Summer
Kenneth G Ward,Washington,Canada,1998-07-01,Trains,0,Summer
Laredo,Texas,Mexico,1998-07-01,Buses,57264,Summer
Laredo,Texas,Mexico,1998-07-01,Pedestrians,441051,Summer
Laredo,Texas,Mexico,1998-07-01,Cars,1549974,Summer
Laredo,Texas,Mexico,1998-07-01,Trains,0,Summer
Laurier,Washington,Canada,1998-07-01,Buses,609,Summer
Laurier,Washington,Canada,1998-07-01,Pedestrians,46,Summer
Laurier,Washington,Canada,1998-07-01,Cars,16773,Summer
Laurier,Washington,Canada,1998-07-01,Trains,66,Summer
Limestone,Maine,Canada,1998-07-01,Buses,0,Summer
Limestone,Maine,Canada,1998-07-01,Pedestrians,0,Summer
Limestone,Maine,Canada,1998-07-01,Cars,11699,Summer
Limestone,Maine,Canada,1998-07-01,Trains,0,Summer
Lukeville,Arizona,Mexico,1998-07-01,Buses,663,Summer
Lukeville,Arizona,Mexico,1998-07-01,Pedestrians,5890,Summer
Lukeville,Arizona,Mexico,1998-07-01,Cars,65455,Summer
Lukeville,Arizona,Mexico,1998-07-01,Trains,0,Summer
Madawaska,Maine,Canada,1998-07-01,Buses,1426,Summer
Madawaska,Maine,Canada,1998-07-01,Pedestrians,2453,Summer
Madawaska,Maine,Canada,1998-07-01,Cars,145859,Summer
Madawaska,Maine,Canada,1998-07-01,Trains,0,Summer
Maida,North Dakota,Canada,1998-07-01,Buses,122,Summer
Maida,North Dakota,Canada,1998-07-01,Pedestrians,0,Summer
Maida,North Dakota,Canada,1998-07-01,Cars,4233,Summer
Maida,North Dakota,Canada,1998-07-01,Trains,0,Summer
Massena,New York,Canada,1998-07-01,Buses,2425,Summer
Massena,New York,Canada,1998-07-01,Pedestrians,12,Summer
Massena,New York,Canada,1998-07-01,Cars,297070,Summer
Massena,New York,Canada,1998-07-01,Trains,0,Summer
Metaline Falls,Washington,Canada,1998-07-01,Buses,0,Summer
Metaline Falls,Washington,Canada,1998-07-01,Pedestrians,26,Summer
Metaline Falls,Washington,Canada,1998-07-01,Cars,11930,Summer
Metaline Falls,Washington,Canada,1998-07-01,Trains,0,Summer
Morgan,Montana,Canada,1998-07-01,Buses,0,Summer
Morgan,Montana,Canada,1998-07-01,Pedestrians,0,Summer
Morgan,Montana,Canada,1998-07-01,Cars,1685,Summer
Morgan,Montana,Canada,1998-07-01,Trains,0,Summer
Naco,Arizona,Mexico,1998-07-01,Buses,150,Summer
Naco,Arizona,Mexico,1998-07-01,Pedestrians,6038,Summer
Naco,Arizona,Mexico,1998-07-01,Cars,69027,Summer
Naco,Arizona,Mexico,1998-07-01,Trains,0,Summer
Neche,North Dakota,Canada,1998-07-01,Buses,0,Summer
Neche,North Dakota,Canada,1998-07-01,Pedestrians,102,Summer
Neche,North Dakota,Canada,1998-07-01,Cars,9235,Summer
Neche,North Dakota,Canada,1998-07-01,Trains,0,Summer
Nighthawk,Washington,Canada,1998-07-01,Buses,0,Summer
Nighthawk,Washington,Canada,1998-07-01,Pedestrians,10,Summer
Nighthawk,Washington,Canada,1998-07-01,Cars,1965,Summer
Nighthawk,Washington,Canada,1998-07-01,Trains,0,Summer
Nogales,Arizona,Mexico,1998-07-01,Buses,4218,Summer
Nogales,Arizona,Mexico,1998-07-01,Pedestrians,377033,Summer
Nogales,Arizona,Mexico,1998-07-01,Cars,840416,Summer
Nogales,Arizona,Mexico,1998-07-01,Trains,0,Summer
Noonan,North Dakota,Canada,1998-07-01,Buses,0,Summer
Noonan,North Dakota,Canada,1998-07-01,Pedestrians,0,Summer
Noonan,North Dakota,Canada,1998-07-01,Cars,7515,Summer
Noonan,North Dakota,Canada,1998-07-01,Trains,0,Summer
Northgate,North Dakota,Canada,1998-07-01,Buses,248,Summer
Northgate,North Dakota,Canada,1998-07-01,Pedestrians,0,Summer
Northgate,North Dakota,Canada,1998-07-01,Cars,8975,Summer
Northgate,North Dakota,Canada,1998-07-01,Trains,0,Summer
Norton,Vermont,Canada,1998-07-01,Buses,186,Summer
Norton,Vermont,Canada,1998-07-01,Pedestrians,107,Summer
Norton,Vermont,Canada,1998-07-01,Cars,27363,Summer
Norton,Vermont,Canada,1998-07-01,Trains,107,Summer
Noyes,Minnesota,Canada,1998-07-01,Buses,1559,Summer
Noyes,Minnesota,Canada,1998-07-01,Pedestrians,14,Summer
Noyes,Minnesota,Canada,1998-07-01,Cars,14177,Summer
Noyes,Minnesota,Canada,1998-07-01,Trains,330,Summer
Ogdensburg,New York,Canada,1998-07-01,Buses,1315,Summer
Ogdensburg,New York,Canada,1998-07-01,Pedestrians,3,Summer
Ogdensburg,New York,Canada,1998-07-01,Cars,89550,Summer
Ogdensburg,New York,Canada,1998-07-01,Trains,0,Summer
Opheim,Montana,Canada,1998-07-01,Buses,0,Summer
Opheim,Montana,Canada,1998-07-01,Pedestrians,12,Summer
Opheim,Montana,Canada,1998-07-01,Cars,1638,Summer
Opheim,Montana,Canada,1998-07-01,Trains,0,Summer
Oroville,Washington,Canada,1998-07-01,Buses,2225,Summer
Oroville,Washington,Canada,1998-07-01,Pedestrians,385,Summer
Oroville,Washington,Canada,1998-07-01,Cars,64569,Summer
Oroville,Washington,Canada,1998-07-01,Trains,0,Summer
Otay Mesa,California,Mexico,1998-07-01,Buses,15484,Summer
Otay Mesa,California,Mexico,1998-07-01,Pedestrians,54549,Summer
Otay Mesa,California,Mexico,1998-07-01,Cars,826931,Summer
Otay Mesa,California,Mexico,1998-07-01,Trains,30,Summer
Pembina,North Dakota,Canada,1998-07-01,Buses,6698,Summer
Pembina,North Dakota,Canada,1998-07-01,Pedestrians,13,Summer
Pembina,North Dakota,Canada,1998-07-01,Cars,83121,Summer
Pembina,North Dakota,Canada,1998-07-01,Trains,0,Summer
Piegan,Montana,Canada,1998-07-01,Buses,4554,Summer
Piegan,Montana,Canada,1998-07-01,Pedestrians,3,Summer
Piegan,Montana,Canada,1998-07-01,Cars,111777,Summer
Piegan,Montana,Canada,1998-07-01,Trains,0,Summer
Pinecreek,Minnesota,Canada,1998-07-01,Buses,0,Summer
Pinecreek,Minnesota,Canada,1998-07-01,Pedestrians,0,Summer
Pinecreek,Minnesota,Canada,1998-07-01,Cars,1946,Summer
Pinecreek,Minnesota,Canada,1998-07-01,Trains,0,Summer
Point Roberts,Washington,Canada,1998-07-01,Buses,19,Summer
Point Roberts,Washington,Canada,1998-07-01,Pedestrians,1943,Summer
Point Roberts,Washington,Canada,1998-07-01,Cars,195068,Summer
Point Roberts,Washington,Canada,1998-07-01,Trains,0,Summer
Port Huron,Michigan,Canada,1998-07-01,Buses,10013,Summer
Port Huron,Michigan,Canada,1998-07-01,Pedestrians,0,Summer
Port Huron,Michigan,Canada,1998-07-01,Cars,657141,Summer
Port Huron,Michigan,Canada,1998-07-01,Trains,4056,Summer
Portal,North Dakota,Canada,1998-07-01,Buses,1353,Summer
Portal,North Dakota,Canada,1998-07-01,Pedestrians,804,Summer
Portal,North Dakota,Canada,1998-07-01,Cars,32096,Summer
Portal,North Dakota,Canada,1998-07-01,Trains,372,Summer
Porthill,Idaho,Canada,1998-07-01,Buses,220,Summer
Porthill,Idaho,Canada,1998-07-01,Pedestrians,37,Summer
Porthill,Idaho,Canada,1998-07-01,Cars,32950,Summer
Porthill,Idaho,Canada,1998-07-01,Trains,0,Summer
Portland,Maine,Canada,1998-07-01,Buses,2604,Summer
Portland,Maine,Canada,1998-07-01,Pedestrians,4682,Summer
Portland,Maine,Canada,1998-07-01,Cars,6863,Summer
Portland,Maine,Canada,1998-07-01,Trains,0,Summer
Presidio,Texas,Mexico,1998-07-01,Buses,350,Summer
Presidio,Texas,Mexico,1998-07-01,Pedestrians,5716,Summer
Presidio,Texas,Mexico,1998-07-01,Cars,149834,Summer
Presidio,Texas,Mexico,1998-07-01,Trains,0,Summer
Progreso,Texas,Mexico,1998-07-01,Buses,1450,Summer
Progreso,Texas,Mexico,1998-07-01,Pedestrians,76049,Summer
Progreso,Texas,Mexico,1998-07-01,Cars,233489,Summer
Progreso,Texas,Mexico,1998-07-01,Trains,0,Summer
Raymond,Montana,Canada,1998-07-01,Buses,448,Summer
Raymond,Montana,Canada,1998-07-01,Pedestrians,0,Summer
Raymond,Montana,Canada,1998-07-01,Cars,11760,Summer
Raymond,Montana,Canada,1998-07-01,Trains,0,Summer
Richford,Vermont,Canada,1998-07-01,Buses,35,Summer
Richford,Vermont,Canada,1998-07-01,Pedestrians,1085,Summer
Richford,Vermont,Canada,1998-07-01,Cars,31917,Summer
Richford,Vermont,Canada,1998-07-01,Trains,84,Summer
Rio Grande City,Texas,Mexico,1998-07-01,Buses,0,Summer
Rio Grande City,Texas,Mexico,1998-07-01,Pedestrians,7857,Summer
Rio Grande City,Texas,Mexico,1998-07-01,Cars,193931,Summer
Rio Grande City,Texas,Mexico,1998-07-01,Trains,0,Summer
Roma,Texas,Mexico,1998-07-01,Buses,9374,Summer
Roma,Texas,Mexico,1998-07-01,Pedestrians,42434,Summer
Roma,Texas,Mexico,1998-07-01,Cars,350225,Summer
Roma,Texas,Mexico,1998-07-01,Trains,0,Summer
Roosville,Montana,Canada,1998-07-01,Buses,841,Summer
Roosville,Montana,Canada,1998-07-01,Pedestrians,44,Summer
Roosville,Montana,Canada,1998-07-01,Cars,44947,Summer
Roosville,Montana,Canada,1998-07-01,Trains,0,Summer
Roseau,Minnesota,Canada,1998-07-01,Buses,114,Summer
Roseau,Minnesota,Canada,1998-07-01,Pedestrians,7,Summer
Roseau,Minnesota,Canada,1998-07-01,Cars,11238,Summer
Roseau,Minnesota,Canada,1998-07-01,Trains,0,Summer
San Luis,Arizona,Mexico,1998-07-01,Buses,0,Summer
San Luis,Arizona,Mexico,1998-07-01,Pedestrians,0,Summer
San Luis,Arizona,Mexico,1998-07-01,Cars,0,Summer
San Luis,Arizona,Mexico,1998-07-01,Trains,0,Summer
San Ysidro,California,Mexico,1998-07-01,Buses,85080,Summer
San Ysidro,California,Mexico,1998-07-01,Pedestrians,588331,Summer
San Ysidro,California,Mexico,1998-07-01,Cars,2796539,Summer
San Ysidro,California,Mexico,1998-07-01,Trains,0,Summer
Santa Teresa,New Mexico,Mexico,1998-07-01,Buses,99,Summer
Santa Teresa,New Mexico,Mexico,1998-07-01,Pedestrians,349,Summer
Santa Teresa,New Mexico,Mexico,1998-07-01,Cars,8229,Summer
Santa Teresa,New Mexico,Mexico,1998-07-01,Trains,0,Summer
Sarles,North Dakota,Canada,1998-07-01,Buses,0,Summer
